,id,name,iata,icao,city,lat,lon,country,alt,size,timezone,countryId
0,1900,A Coruna Airport,LCG,LECO,A Coruna,43.302059,-8.37725,Spain,326,34866,"{'name': 'Europe/Madrid', 'offset': 3600, 'offsetHours': '1:00', 'abbr': 'CET', 'abbrName': 'Central European Time', 'isDst': False}",209
1,3,Aachen Merzbruck Airport,AAH,EDKA,Aachen,50.823051,6.186111,Germany,623,12731,"{'name': 'Europe/Berlin', 'offset': 3600, 'offsetHours': '1:00', 'abbr': 'CET', 'abbrName': 'Central European Time', 'isDst': False}",83
2,4,Aalborg Airport,AAL,EKYT,Aalborg,57.092781,9.849164,Denmark,10,78313,"{'name': 'Europe/Copenhagen', 'offset': 3600, 'offsetHours': '1:00', 'abbr': 'CET', 'abbrName': 'Central European Time', 'isDst': False}",61
3,9,Aarhus Airport,AAR,EKAH,Aarhus,56.300011,10.619,Denmark,82,33628,"{'name': 'Europe/Copenhagen', 'offset': 3600, 'offsetHours': '1:00', 'abbr': 'CET', 'abbrName': 'Central European Time', 'isDst': False}",61
4,7569,Aarhus Sea Airport,QEA,EKAC,Aarhus,56.151993,10.247725,Denmark,1,7237,"{'name': 'Europe/Copenhagen', 'offset': 3600, 'offsetHours': '1:00', 'abbr': 'CET', 'abbrName': 'Central European Time', 'isDst': False}",61
5,1596,Aasiaat Airport,JEG,BGAA,Aasiaat,68.72184,-52.784698,Greenland,74,2573,"{'name': 'America/Godthab', 'offset': -10800, 'offsetHours': '-3:00', 'abbr': '-03', 'abbrName': None, 'isDst': False}",87
6,12,Abadan Airport,ABD,OIAA,Abadan,30.371111,48.228329,Iran,19,10115,"{'name': 'Asia/Tehran', 'offset': 12600, 'offsetHours': '3:30', 'abbr': '+0330', 'abbrName': None, 'isDst': False}",104
7,11,Abakan International Airport,ABA,UNAA,Abakan,53.740002,91.385002,Russia,831,7887,"{'name': 'Asia/Krasnoyarsk', 'offset': 25200, 'offsetHours': '7:00', 'abbr': '+07', 'abbrName': None, 'isDst': False}",182
8,4146,Abbotsford International Airport,YXX,CYXX,Abbotsford,49.025269,-122.360001,Canada,195,70034,"{'name': 'America/Vancouver', 'offset': -28800, 'offsetHours': '-8:00', 'abbr': 'PST', 'abbrName': 'Pacific Standard Time', 'isDst': False}",40
9,27,Aberdeen International Airport,ABZ,EGPD,Aberdeen,57.201939,-2.19777,United Kingdom,215,205626,"{'name': 'Europe/London', 'offset': None, 'offsetHours': '0:00', 'abbr': 'GMT', 'abbrName': 'Greenwich Mean Time', 'isDst': False}",235
10,20,Aberdeen Regional Airport,ABR,KABR,Aberdeen,45.439999,-98.419998,United States,1302,31110,"{'name': 'America/Chicago', 'offset': -21600, 'offsetHours': '-6:00', 'abbr': 'CST', 'abbrName': 'Central Standard Time', 'isDst': False}",236
11,80,Abha Regional Airport,AHB,OEAB,Abha,18.24036,42.65662,Saudi Arabia,6858,93036,"{'name': 'Asia/Riyadh', 'offset': 10800, 'offsetHours': '3:00', 'abbr': '+03', 'abbrName': None, 'isDst': False}",194
12,16,Abidjan Port Bouet Airport,ABJ,DIAP,Abidjan,5.261386,-3.92629,Cote D'ivoire (Ivory Coast),21,77925,"{'name': 'Africa/Abidjan', 'offset': None, 'offsetHours': '0:00', 'abbr': 'GMT', 'abbrName': 'Greenwich Mean Time', 'isDst': False}",54
13,15,Abilene Regional Airport,ABI,KABI,Abilene,32.411301,-99.681801,United States,1790,52882,"{'name': 'America/Chicago', 'offset': -21600, 'offsetHours': '-6:00', 'abbr': 'CST', 'abbrName': 'Central Standard Time', 'isDst': False}",236
14,7403,Abingdon Virginia Highlands Airport,VJI,KVJI,Abingdon,36.686111,-82.033333,United States,2088,8677,"{'name': 'America/New_York', 'offset': -18000, 'offsetHours': '-5:00', 'abbr': 'EST', 'abbrName': 'Eastern Standard Time', 'isDst': False}",236
15,251,Abu Dhabi Al Bateen Executive Airport,AZI,OMAD,Abu Dhabi,24.428329,54.45808,United Arab Emirates,16,20095,"{'name': 'Asia/Dubai', 'offset': 14400, 'offsetHours': '4:00', 'abbr': '+04', 'abbrName': None, 'isDst': False}",234
16,6183,Abu Dhabi Al Dhafra Air Base,DHF,OMAM,Abu Dhabi,24.248199,54.547699,United Arab Emirates,77,2749,"{'name': 'Asia/Dubai', 'offset': 14400, 'offsetHours': '4:00', 'abbr': '+04', 'abbrName': None, 'isDst': False}",234
17,220,Abu Dhabi International Airport,AUH,OMAA,Abu Dhabi,24.43297,54.651131,United Arab Emirates,88,472369,"{'name': 'Asia/Dubai', 'offset': 14400, 'offsetHours': '4:00', 'abbr': '+04', 'abbrName': None, 'isDst': False}",234
18,6156,Abu Musa Island Airport,AEU,OIBA,Abu Musa Island,25.8757,55.033001,Iran,23,1357,"{'name': 'Asia/Tehran', 'offset': 12600, 'offsetHours': '3:30', 'abbr': '+0330', 'abbrName': None, 'isDst': False}",104
19,21,Abu Simbel Airport,ABS,HEBL,Abu Simbel,22.37595,31.611719,Egypt,616,740,"{'name': 'Africa/Cairo', 'offset': 7200, 'offsetHours': '2:00', 'abbr': 'EET', 'abbrName': 'Eastern European Time', 'isDst': False}",66
20,24,Abuja Nnamdi Azikiwe International Airport,ABV,DNAA,Abuja,9.006792,7.263172,Nigeria,1123,133145,"{'name': 'Africa/Lagos', 'offset': 3600, 'offsetHours': '1:00', 'abbr': 'WAT', 'abbrName': 'West Africa Time', 'isDst': False}",160
21,28,Acapulco International Airport,ACA,MMAA,Acapulco,16.757059,-99.753899,Mexico,16,29690,"{'name': 'America/Mexico_City', 'offset': -21600, 'offsetHours': '-6:00', 'abbr': 'CST', 'abbrName': 'Central Standard Time', 'isDst': False}",142
22,29,Accra Kotoka International Airport,ACC,DGAA,Accra,5.605186,-0.16678,Ghana,205,76871,"{'name': 'Africa/Accra', 'offset': None, 'offsetHours': '0:00', 'abbr': 'GMT', 'abbrName': 'Greenwich Mean Time', 'isDst': False}",84
23,5594,Ada Municipal Airport,ADT,KADH,Ada,34.804298,-96.671303,United States,1016,5012,"{'name': 'America/Chicago', 'offset': -21600, 'offsetHours': '-6:00', 'abbr': 'CST', 'abbrName': 'Central Standard Time', 'isDst': False}",236
24,45,Adak Airport,ADK,PADK,Adak Island,51.87796,-176.645996,United States,18,671,"{'name': 'America/Adak', 'offset': -36000, 'offsetHours': '-10:00', 'abbr': 'HST', 'abbrName': None, 'isDst': False}",236
25,88,Adampur Airport,AIP,VIAX,Adampur,31.433056,75.760559,India,776,480,"{'name': 'Asia/Kolkata', 'offset': 19800, 'offsetHours': '5:30', 'abbr': 'IST', 'abbrName': 'India Standard Time', 'isDst': False}",102
26,37,Adana Sakirpasa Airport,ADA,LTAF,Adana,36.982159,35.28038,Turkey,65,127658,"{'name': 'Europe/Istanbul', 'offset': 10800, 'offsetHours': '3:00', 'abbr': '+03', 'abbrName': None, 'isDst': False}",228
27,39,Addis Ababa Bole Airport,ADD,HAAB,Addis Ababa,8.977889,38.799309,Ethiopia,7656,274075,"{'name': 'Africa/Addis_Ababa', 'offset': 10800, 'offsetHours': '3:00', 'abbr': 'EAT', 'abbrName': 'East Africa Time', 'isDst': False}",71
28,46,Adelaide Airport,ADL,YPAD,Adelaide,-34.945,138.530502,Australia,20,386721,"{'name': 'Australia/Adelaide', 'offset': 37800, 'offsetHours': '10:30', 'abbr': 'ACDT', 'abbrName': 'Australian Central Daylight Time', 'isDst': True}",14
29,40,Aden International Airport,ADE,OYAA,Aden,12.82954,45.02879,Yemen,7,6536,"{'name': 'Asia/Aden', 'offset': 10800, 'offsetHours': '3:00', 'abbr': '+03', 'abbrName': None, 'isDst': False}",248
30,41,Adiyaman Airport,ADF,LTCP,Adiyaman,37.731361,38.468929,Turkey,2216,2247,"{'name': 'Europe/Istanbul', 'offset': 10800, 'offsetHours': '3:00', 'abbr': '+03', 'abbrName': None, 'isDst': False}",228
31,254,Adrar Airport,AZR,DAUA,Adrar,27.83758,-0.18641,Algeria,919,1510,"{'name': 'Africa/Algiers', 'offset': 3600, 'offsetHours': '1:00', 'abbr': 'CET', 'abbrName': 'Central European Time', 'isDst': False}",4
32,5593,Adrian Lenawee County Airport,ADG,KADG,Adrian,41.86607,-84.078293,United States,798,916,"{'name': 'America/Detroit', 'offset': -18000, 'offsetHours': '-5:00', 'abbr': 'EST', 'abbrName': 'Eastern Standard Time', 'isDst': False}",236
33,5599,Afton Municipal Airport,AFO,KAFO,Afton,42.711201,-110.942001,United States,6221,1766,"{'name': 'America/Denver', 'offset': -25200, 'offsetHours': '-7:00', 'abbr': 'MST', 'abbrName': 'Mountain Standard Time', 'isDst': False}",236
34,64,Agadir Al Massira Airport,AGA,GMAD,Agadir,30.324989,-9.41306,Morocco,250,39749,"{'name': 'Africa/Casablanca', 'offset': 3600, 'offsetHours': '1:00', 'abbr': '+01', 'abbrName': None, 'isDst': True}",149
35,1555,Agartala Airport,IXA,VEAT,Agartala,23.886971,91.240448,India,46,36407,"{'name': 'Asia/Kolkata', 'offset': 19800, 'offsetHours': '5:30', 'abbr': 'IST', 'abbrName': 'India Standard Time', 'isDst': False}",102
36,78,Agatti Airport,AGX,VOAT,Agatti,10.82365,72.176041,India,14,572,"{'name': 'Asia/Kolkata', 'offset': 19800, 'offsetHours': '5:30', 'abbr': 'IST', 'abbrName': 'India Standard Time', 'isDst': False}",102
37,68,Agen La Garenne Airport,AGF,LFBA,Agen,44.174709,0.590619,France,204,11107,"{'name': 'Europe/Paris', 'offset': 3600, 'offsetHours': '1:00', 'abbr': 'CET', 'abbrName': 'Central European Time', 'isDst': False}",76
38,6154,Aghajari Airport,AKW,OIAG,Aghajari,30.7444,49.6772,Iran,88,93,"{'name': 'Asia/Tehran', 'offset': 12600, 'offsetHours': '3:30', 'abbr': '+0330', 'abbrName': None, 'isDst': False}",104
39,73,Agra Airport,AGR,VIAG,Agra,27.15583,77.960892,India,551,3069,"{'name': 'Asia/Kolkata', 'offset': 19800, 'offsetHours': '5:30', 'abbr': 'IST', 'abbrName': 'India Standard Time', 'isDst': False}",102
40,93,Agri Airport,AJI,LTCO,Agri,39.65456,43.027149,Turkey,5462,3885,"{'name': 'Europe/Istanbul', 'offset': 10800, 'offsetHours': '3:00', 'abbr': '+03', 'abbrName': None, 'isDst': False}",228
41,8165,Agua Boa Airport,GGB,SWHP,Agua Boa,-14.019444,-52.152222,Brazil,1506,707,"{'name': 'America/Cuiaba', 'offset': -14400, 'offsetHours': '-4:00', 'abbr': '-04', 'abbrName': None, 'isDst': False}",32
42,8157,Aguachica Hacaritama Airport,HAY,SKAG,Aguachica,8.246203,-73.579628,Colombia,531,197,"{'name': 'America/Bogota', 'offset': -18000, 'offsetHours': '-5:00', 'abbr': '-05', 'abbrName': None, 'isDst': False}",49
43,465,Aguadilla Rafael Hernandez Airport,BQN,TJBQ,Aguadilla,18.49486,-67.129402,Puerto Rico,237,42352,"{'name': 'America/Puerto_Rico', 'offset': -14400, 'offsetHours': '-4:00', 'abbr': 'AST', 'abbrName': 'Atlantic Standard Time', 'isDst': False}",178
44,76,Aguascalientes International Airport,AGU,MMAS,Aguascalientes,21.705549,-102.317001,Mexico,6112,31496,"{'name': 'America/Mexico_City', 'offset': -21600, 'offsetHours': '-6:00', 'abbr': 'CST', 'abbrName': 'Central Standard Time', 'isDst': False}",142
45,81,Ahe Airport,AHE,NTHE,Ahe,-14.42759,-146.255981,French Polynesia,11,299,"{'name': 'Pacific/Tahiti', 'offset': -36000, 'offsetHours': '-10:00', 'abbr': '-10', 'abbrName': None, 'isDst': False}",78
46,134,Ahmedabad International Airport,AMD,VAAH,Ahmedabad,23.07724,72.634651,India,189,254909,"{'name': 'Asia/Kolkata', 'offset': 19800, 'offsetHours': '5:30', 'abbr': 'IST', 'abbrName': 'India Standard Time', 'isDst': False}",102
47,236,Ahwaz International Airport,AWZ,OIAW,Ahvaz,31.337429,48.761951,Iran,66,28439,"{'name': 'Asia/Tehran', 'offset': 12600, 'offsetHours': '3:30', 'abbr': '+0330', 'abbrName': None, 'isDst': False}",104
48,5604,Aiken Municipal Airport,AIK,KAIK,Aiken,33.649399,-81.684998,United States,528,16054,"{'name': 'America/New_York', 'offset': -18000, 'offsetHours': '-5:00', 'abbr': 'EST', 'abbrName': 'Eastern Standard Time', 'isDst': False}",236
49,3031,Airai Roman Tmetuchl International Airport,ROR,PTRO,Airai,7.367303,134.544205,Palau,176,591,"{'name': 'Pacific/Palau', 'offset': 32400, 'offsetHours': '9:00', 'abbr': '+09', 'abbrName': None, 'isDst': False}",168
50,90,Aitutaki Airport,AIT,NCAI,Aitutaki,-18.8309,-159.764008,Cook Islands,14,3032,"{'name': 'Pacific/Rarotonga', 'offset': -36000, 'offsetHours': '-10:00', 'abbr': '-10', 'abbrName': None, 'isDst': False}",52
51,2931,Aix-en-Provence Airport,QXB,LFMA,Aix-en-Provence,43.50528,5.367222,France,368,12604,"{'name': 'Europe/Paris', 'offset': 3600, 'offsetHours': '1:00', 'abbr': 'CET', 'abbrName': 'Central European Time', 'isDst': False}",76
52,95,Aizawl Lengpui Airport,AJL,VELP,Aizawl,23.838442,92.620361,India,1001,6176,"{'name': 'Asia/Kolkata', 'offset': 19800, 'offsetHours': '5:30', 'abbr': 'IST', 'abbrName': 'India Standard Time', 'isDst': False}",102
53,92,Ajaccio Napoleon Bonaparte Airport,AJA,LFKJ,Ajaccio,41.923882,8.8025,France,16,60470,"{'name': 'Europe/Paris', 'offset': 3600, 'offsetHours': '1:00', 'abbr': 'CET', 'abbrName': 'Central European Time', 'isDst': False}",76
54,6277,Akiak Airport,AKI,PFAK,Akiak,60.902901,-161.231003,United States,30,1553,"{'name': 'America/Anchorage', 'offset': -32400, 'offsetHours': '-9:00', 'abbr': 'AKST', 'abbrName': 'Alaska Standard Time', 'isDst': False}",236
55,244,Akita Airport,AXT,RJSK,Akita,39.615551,140.218597,Japan,313,25610,"{'name': 'Asia/Tokyo', 'offset': 32400, 'offsetHours': '9:00', 'abbr': 'JST', 'abbrName': 'Japan Standard Time', 'isDst': False}",111
56,5236,Aklavik Airport,LAK,CYKD,Aklavik,68.223297,-135.005997,Canada,23,542,"{'name': 'America/Yellowknife', 'offset': -25200, 'offsetHours': '-7:00', 'abbr': 'MST', 'abbrName': 'Mountain Standard Time', 'isDst': False}",40
57,561,Akron Canton Airport,CAK,KCAK,Akron,40.91608,-81.442101,United States,1225,109860,"{'name': 'America/New_York', 'offset': -18000, 'offsetHours': '-5:00', 'abbr': 'EST', 'abbrName': 'Eastern Standard Time', 'isDst': False}",236
58,5609,Akron Fulton International Airport,AKC,KAKR,Akron,41.037498,-81.466904,United States,1067,32763,"{'name': 'America/New_York', 'offset': -18000, 'offsetHours': '-5:00', 'abbr': 'EST', 'abbrName': 'Eastern Standard Time', 'isDst': False}",236
59,4248,Aksu Airport,AKU,ZWAK,Aksu,41.262501,80.291664,China,3816,14684,"{'name': 'Asia/Shanghai', 'offset': 28800, 'offsetHours': '8:00', 'abbr': 'CST', 'abbrName': 'China Standard Time', 'isDst': False}",46
60,3106,Aktau Airport,SCO,UATE,Aktau,43.86005,51.091969,Kazakhstan,73,32696,"{'name': 'Asia/Aqtau', 'offset': 18000, 'offsetHours': '5:00', 'abbr': '+05', 'abbrName': None, 'isDst': False}",114
61,2893,Aktion National Airport,PVK,LGPZ,Preveza,38.925461,20.76531,Greece,11,15401,"{'name': 'Europe/Athens', 'offset': 7200, 'offsetHours': '2:00', 'abbr': 'EET', 'abbrName': 'Eastern European Time', 'isDst': False}",86
62,111,Aktobe Airport,AKX,UATT,Aktobe,50.245831,57.206661,Kazakhstan,738,14148,"{'name': 'Asia/Aqtobe', 'offset': 18000, 'offsetHours': '5:00', 'abbr': '+05', 'abbrName': None, 'isDst': False}",114
63,110,Akulivik Airport,AKV,CYKO,Akulivik,60.818611,-78.148613,Canada,75,804,"{'name': 'America/Toronto', 'offset': -18000, 'offsetHours': '-5:00', 'abbr': 'EST', 'abbrName': 'Eastern Standard Time', 'isDst': False}",40
64,108,Akure Airport,AKR,DNAK,Akure,7.246739,5.301008,Nigeria,1100,1638,"{'name': 'Africa/Lagos', 'offset': 3600, 'offsetHours': '1:00', 'abbr': 'WAT', 'abbrName': 'West Africa Time', 'isDst': False}",160
65,59,Akureyri Airport,AEY,BIAR,Akureyri,65.658607,-18.072201,Iceland,6,15019,"{'name': 'Atlantic/Reykjavik', 'offset': None, 'offsetHours': '0:00', 'abbr': 'GMT', 'abbrName': 'Greenwich Mean Time', 'isDst': False}",101
66,6,Al Ain International Airport,AAN,OMAL,Al Ain,24.26166,55.609161,United Arab Emirates,869,27411,"{'name': 'Asia/Dubai', 'offset': 14400, 'offsetHours': '4:00', 'abbr': '+04', 'abbrName': None, 'isDst': False}",234
67,83,Al Hoceima Cherif Al Idrissi Airport,AHU,GMTA,Al Hoceima,35.177101,-3.83952,Morocco,95,3608,"{'name': 'Africa/Casablanca', 'offset': 3600, 'offsetHours': '1:00', 'abbr': '+01', 'abbrName': None, 'isDst': True}",149
68,2459,Al Najaf International Airport,NJF,ORNI,Najaf,31.991667,44.404167,Iraq,108,58890,"{'name': 'Asia/Baghdad', 'offset': 10800, 'offsetHours': '3:00', 'abbr': '+03', 'abbrName': None, 'isDst': False}",105
69,6213,Al Udeid Air Base,XJD,OTBH,Al Udeid,25.114941,51.316105,Qatar,130,25978,"{'name': 'Asia/Qatar', 'offset': 10800, 'offsetHours': '3:00', 'abbr': '+03', 'abbrName': None, 'isDst': False}",179
70,4840,Al Ula  Airport,ULH,OEAO,Al Ula,26.480862,38.116653,Saudi Arabia,2017,1060,"{'name': 'Asia/Riyadh', 'offset': 10800, 'offsetHours': '3:00', 'abbr': '+03', 'abbrName': None, 'isDst': False}",194
71,961,Al Wajh Airport,EJH,OEWJ,Al Wajh,26.198334,36.476112,Saudi Arabia,66,671,"{'name': 'Asia/Riyadh', 'offset': 10800, 'offsetHours': '3:00', 'abbr': '+03', 'abbrName': None, 'isDst': False}",194
72,22,Al-Baha Domestic Airport,ABT,OEBA,Al-Baha,20.296129,41.63427,Saudi Arabia,5486,7318,"{'name': 'Asia/Riyadh', 'offset': 10800, 'offsetHours': '3:00', 'abbr': '+03', 'abbrName': None, 'isDst': False}",194
73,1668,Al-Qamishli Airport,KAC,OSKL,Al-Qamishli,37.031025,41.205559,Syria,1480,527,"{'name': 'Asia/Damascus', 'offset': 10800, 'offsetHours': '3:00', 'abbr': '+03', 'abbrName': None, 'isDst': False}",217
74,971,Al-Qassim Regional Airport,ELQ,OEGS,Al-Qassim,26.30282,43.773911,Saudi Arabia,2126,48769,"{'name': 'Asia/Riyadh', 'offset': 10800, 'offsetHours': '3:00', 'abbr': '+03', 'abbrName': None, 'isDst': False}",194
75,221,Alakanuk Airport,AUK,PAUK,Alakanuk,62.683056,-164.722198,United States,22,1575,"{'name': 'America/Nome', 'offset': -32400, 'offsetHours': '-9:00', 'abbr': 'AKST', 'abbrName': 'Alaska Standard Time', 'isDst': False}",236
76,4306,Alamogordo White Sands Regional Airport,ALM,KALM,Alamogordo,32.845833,-105.985275,United States,4200,10547,"{'name': 'America/Denver', 'offset': -25200, 'offsetHours': '-7:00', 'abbr': 'MST', 'abbrName': 'Mountain Standard Time', 'isDst': False}",236
77,126,Alamosa San Luis Valley Regional Airport,ALS,KALS,Alamosa,37.43491,-105.865997,United States,7539,18950,"{'name': 'America/Denver', 'offset': -25200, 'offsetHours': '-7:00', 'abbr': 'MST', 'abbrName': 'Mountain Standard Time', 'isDst': False}",236
78,5935,Albacete Airport,ABC,LEAB,Albacete,38.948502,-1.86352,Spain,2302,2490,"{'name': 'Europe/Madrid', 'offset': 3600, 'offsetHours': '1:00', 'abbr': 'CET', 'abbrName': 'Central European Time', 'isDst': False}",209
79,118,Albany Airport,ALH,YABA,Albany,-34.939999,117.800003,Australia,233,19117,"{'name': 'Australia/Perth', 'offset': 28800, 'offsetHours': '8:00', 'abbr': 'AWST', 'abbrName': 'Australian Western Standard Time', 'isDst': False}",14
80,114,Albany International Airport,ALB,KALB,Albany,42.749111,-73.801903,United States,285,129213,"{'name': 'America/New_York', 'offset': -18000, 'offsetHours': '-5:00', 'abbr': 'EST', 'abbrName': 'Eastern Standard Time', 'isDst': False}",236
81,26,Albany Southwest Georgia Regional Airport,ABY,KABY,Albany,31.535509,-84.194397,United States,196,22569,"{'name': 'America/New_York', 'offset': -18000, 'offsetHours': '-5:00', 'abbr': 'EST', 'abbrName': 'Eastern Standard Time', 'isDst': False}",236
82,121,Albenga Clemente Panero International Airport,ALL,LIMG,Albenga,44.050598,8.127428,Italy,148,3543,"{'name': 'Europe/Rome', 'offset': 3600, 'offsetHours': '1:00', 'abbr': 'CET', 'abbrName': 'Central European Time', 'isDst': False}",109
83,5939,Albert Picardie Airport,BYF,LFAQ,Albert,49.9715,2.69766,France,364,5524,"{'name': 'Europe/Paris', 'offset': 3600, 'offsetHours': '1:00', 'abbr': 'CET', 'abbrName': 'Central European Time', 'isDst': False}",76
84,1888,Albi Le Sequestre Airport,LBI,LFCI,Albi,43.913269,2.11675,France,564,8932,"{'name': 'Europe/Paris', 'offset': 3600, 'offsetHours': '1:00', 'abbr': 'CET', 'abbrName': 'Central European Time', 'isDst': False}",76
85,19,Albuquerque International Airport,ABQ,KABQ,Albuquerque,35.040218,-106.609001,United States,5355,357555,"{'name': 'America/Denver', 'offset': -25200, 'offsetHours': '-7:00', 'abbr': 'MST', 'abbrName': 'Mountain Standard Time', 'isDst': False}",236
86,25,Albury Airport,ABX,YMAY,Albury,-36.067699,146.957993,Australia,539,41758,"{'name': 'Australia/Sydney', 'offset': 39600, 'offsetHours': '11:00', 'abbr': 'AEDT', 'abbrName': 'Australian Eastern Daylight Time', 'isDst': True}",14
87,42,Aldan Airport,ADH,UEEA,Aldan,58.602772,125.408798,Russia,2241,12,"{'name': 'Asia/Yakutsk', 'offset': 32400, 'offsetHours': '9:00', 'abbr': '+09', 'abbrName': None, 'isDst': False}",182
88,32,Alderney Airport,ACI,EGJA,Alderney,49.706108,-2.21472,United Kingdom,290,22219,"{'name': 'Europe/Guernsey', 'offset': None, 'offsetHours': '0:00', 'abbr': 'GMT', 'abbrName': 'Greenwich Mean Time', 'isDst': False}",235
89,6591,Alegrete Novo Airport,ALQ,SSLT,Alegrete,-29.8127,-55.893398,Brazil,459,142,"{'name': 'America/Sao_Paulo', 'offset': -10800, 'offsetHours': '-3:00', 'abbr': '-03', 'abbrName': None, 'isDst': False}",32
90,124,Aleppo International Airport,ALP,OSAP,Aleppo,36.180672,37.22435,Syria,1276,695,"{'name': 'Asia/Damascus', 'offset': 10800, 'offsetHours': '3:00', 'abbr': '+03', 'abbrName': None, 'isDst': False}",217
91,8268,Alert Airport,YLT,CYLT,Alert,82.517776,-62.280556,Canada,100,0,"{'name': 'America/Iqaluit', 'offset': -18000, 'offsetHours': '-5:00', 'abbr': 'EST', 'abbrName': 'Eastern Standard Time', 'isDst': False}",40
92,57,Alesund Vigra Airport,AES,ENAL,Alesund,62.560371,6.110164,Norway,69,52596,"{'name': 'Europe/Oslo', 'offset': 3600, 'offsetHours': '1:00', 'abbr': 'CET', 'abbrName': 'Central European Time', 'isDst': False}",165
93,4943,Alexander City Thomas C Russell Field,ALX,KALX,Alexander City,32.933334,-85.949997,United States,686,5212,"{'name': 'America/Chicago', 'offset': -21600, 'offsetHours': '-6:00', 'abbr': 'CST', 'abbrName': 'Central Standard Time', 'isDst': False}",236
94,1318,Alexandria Borg El Arab Airport,HBE,HEBA,Alexandria,30.91766,29.6964,Egypt,177,43825,"{'name': 'Africa/Cairo', 'offset': 7200, 'offsetHours': '2:00', 'abbr': 'EET', 'abbrName': 'Eastern European Time', 'isDst': False}",66
95,58,Alexandria International Airport,AEX,KAEX,Alexandria,31.32737,-92.5485,United States,89,46239,"{'name': 'America/Chicago', 'offset': -21600, 'offsetHours': '-6:00', 'abbr': 'CST', 'abbrName': 'Central Standard Time', 'isDst': False}",236
96,241,Alexandria Municipal Airport,AXN,KAXN,Alexandria,45.867222,-95.394165,United States,1425,9880,"{'name': 'America/Chicago', 'offset': -21600, 'offsetHours': '-6:00', 'abbr': 'CST', 'abbrName': 'Central Standard Time', 'isDst': False}",236
97,238,Alexandroupolis International Airport,AXD,LGAL,Alexandroupolis,40.855862,25.956261,Greece,24,9961,"{'name': 'Europe/Athens', 'offset': 7200, 'offsetHours': '2:00', 'abbr': 'EET', 'abbrName': 'Eastern European Time', 'isDst': False}",86
98,8250,Algeciras Heliport,QYH,LEAG,Algeciras,36.128887,-5.441111,Spain,98,191,"{'name': 'Africa/Ceuta', 'offset': 3600, 'offsetHours': '1:00', 'abbr': 'CET', 'abbrName': 'Central European Time', 'isDst': False}",209
99,82,Alghero Fertilia Airport,AHO,LIEA,Alghero,40.63213,8.290772,Italy,87,40214,"{'name': 'Europe/Rome', 'offset': 3600, 'offsetHours': '1:00', 'abbr': 'CET', 'abbrName': 'Central European Time', 'isDst': False}",109
100,117,Algiers Houari Boumediene Airport,ALG,DAAG,Algiers,36.69101,3.215408,Algeria,82,103342,"{'name': 'Africa/Algiers', 'offset': 3600, 'offsetHours': '1:00', 'abbr': 'CET', 'abbrName': 'Central European Time', 'isDst': False}",4
101,115,Alicante Airport,ALC,LEAL,Alicante,38.282162,-0.55815,Spain,142,319225,"{'name': 'Europe/Madrid', 'offset': 3600, 'offsetHours': '1:00', 'abbr': 'CET', 'abbrName': 'Central European Time', 'isDst': False}",209
102,119,Alice International Airport,ALI,KALI,Alice,27.740879,-98.026901,United States,178,5648,"{'name': 'America/Chicago', 'offset': -21600, 'offsetHours': '-6:00', 'abbr': 'CST', 'abbrName': 'Central Standard Time', 'isDst': False}",236
103,196,Alice Springs Airport,ASP,YBAS,Alice Springs,-23.806601,133.902206,Australia,1789,46390,"{'name': 'Australia/Darwin', 'offset': 34200, 'offsetHours': '9:30', 'abbr': 'ACST', 'abbrName': 'Australian Central Standard Time', 'isDst': False}",14
104,1558,Allahabad Airport,IXD,VEAB,Allahabad,25.439886,81.734406,India,319,7649,"{'name': 'Asia/Kolkata', 'offset': 19800, 'offsetHours': '5:30', 'abbr': 'IST', 'abbrName': 'India Standard Time', 'isDst': False}",102
105,6278,Allakaket Airport,AET,PFAL,Allakaket,66.551804,-152.621994,United States,441,513,"{'name': 'America/Anchorage', 'offset': -32400, 'offsetHours': '-9:00', 'abbr': 'AKST', 'abbrName': 'Alaska Standard Time', 'isDst': False}",236
106,8238,Allendorf Airport,QEQ,EDFQ,Allendorf,51.035713,8.679523,Germany,1164,1532,"{'name': 'Europe/Berlin', 'offset': 3600, 'offsetHours': '1:00', 'abbr': 'CET', 'abbrName': 'Central European Time', 'isDst': False}",83
107,13,Allentown Lehigh Valley International Airport,ABE,KABE,Allentown,40.652302,-75.440399,United States,393,112553,"{'name': 'America/New_York', 'offset': -18000, 'offsetHours': '-5:00', 'abbr': 'EST', 'abbrName': 'Eastern Standard Time', 'isDst': False}",236
108,84,Alliance Municipal Airport,AIA,KAIA,Alliance,42.053219,-102.803001,United States,3931,3861,"{'name': 'America/Denver', 'offset': -25200, 'offsetHours': '-7:00', 'abbr': 'MST', 'abbrName': 'Mountain Standard Time', 'isDst': False}",236
109,4394,Alma Airport,YTF,CYTF,Alma,48.509655,-71.642715,Canada,434,3124,"{'name': 'America/Toronto', 'offset': -18000, 'offsetHours': '-5:00', 'abbr': 'EST', 'abbrName': 'Eastern Standard Time', 'isDst': False}",40
110,113,Almaty International Airport,ALA,UAAA,Almaty,43.35207,77.040497,Kazakhstan,2234,203436,"{'name': 'Asia/Almaty', 'offset': 21600, 'offsetHours': '6:00', 'abbr': '+06', 'abbrName': None, 'isDst': False}",114
